  ,,,,,,,,,,,,,,,,
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
19-05-0048-46,19-018,ZACAPA,TECULUTAN,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,CASER�O LOS  PUENTES,55152992,MAYRA MARIVEL LOPEZ HERNANDEZ,SINTIA YULIANA ARRIAZA L�PEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0049-46,19-010,ZACAPA,TECULUTAN,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSE�ANZA,"KM. 122 CARRETERA AL ATLANTICO, BARRIO SAN JOSE",77283695,OSCAR OVIDIO FRANCO PAZ,EDGAR FERNANDO VARGAS PAZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-0051-46,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACI�N Y APRENDIZAJE TECULUT�N ""CIAT""",BARRIO SAN JOSE TECULUT�N,36079668,OSCAR OVIDIO FRANCO PAZ,ELENA VICTORIA L�PEZ XITUMUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0052-46,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACION Y APRENDIZAJE TECULUT�N ""CIAT""",BARRIO SAN JOS�,36079668,OSCAR OVIDIO FRANCO PAZ,ELENA VICTORIA L�PEZ XITUMUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),ZACAPA
19-05-0343-46,19-010,ZACAPA,TECULUTAN,COLEGIO DE COMPUTACION DR. HECTOR NERI CASTA�EDA CALDERON,3A. CALLE 7-71 ZONA 1,53051479,OSCAR OVIDIO FRANCO PAZ,MARIO  CASTA�EDA CORD�N,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-1080-46,19-010,ZACAPA,TECULUTAN,"COLEGIO EVANGELICO MIXTO BILING�E  ""MONTE SION""",LOTIFICACION LA MAQUINA,79349362,OSCAR OVIDIO FRANCO PAZ,YULEIDY YAMILEX ARAG�N V�SQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-06-0005-46,19-011,ZACAPA,USUMATLAN,"INSTITUTO MIXTO POR COOPERATIVA DE DIVERSIFICADO ""LICENCIADO DAVID ESTUARDO RAMOS AVILES""",ALDEA EL JUTE,52029954,FLOR DE MARIA MORALES CASTA�EDA,REYNA ISABEL CRUZ REYES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-06-0008-46,19-011,ZACAPA,USUMATLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,USUMATLAN,42736525,FLOR DE MARIA MORALES CASTA�EDA,LUIS ALBERTO MARROQUIN RECINOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-06-0015-46,19-018,ZACAPA,USUMATLAN,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,"ALDEA EL JUTE, USUMATLAN",42117240,MAYRA MARIVEL LOPEZ HERNANDEZ,LUZ DE MAR�A ALDANA MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-07-0004-46,19-012,ZACAPA,CABA�AS,"INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA, INED",BARRIO SAN PEDRO,41968826,XIOMARA ARACELY CUYUCH PEREZ,CARMEN LUCIA ARRIAZA QUIJANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-07-0021-46,19-012,ZACAPA,CABA�AS,LICEO MIXTO EBENEZER,BARRIO SAN  SEBASTI�N,41300376,XIOMARA ARACELY CUYUCH PEREZ,AMANDA SUCELI RUIZ VIDAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-07-0024-46,19-012,ZACAPA,CABA�AS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL AMATE,57672260,XIOMARA ARACELY CUYUCH PEREZ,SOF�A LUCRECIA SOL�RZANO GARRIDO,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-07-0026-46,19-012,ZACAPA,CABA�AS,LICEO MIXTO EBENEZER,BARRIO SAN SEBASTI�N,41300376,XIOMARA ARACELY CUYUCH PEREZ,AMANDA SUCELI RUIZ VIDAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),ZACAPA
19-07-0808-46,19-012,ZACAPA,CABA�AS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL AMATE,79419096,XIOMARA ARACELY CUYUCH PEREZ,SOF�A LUCRECIA SOL�RZANO GARRIDO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-08-0003-46,19-013,ZACAPA,SAN DIEGO,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,BARRIO EL CENTRO,45607049,KEVIN ALEXIS GARCIA MARTINEZ,MARIA ESTHER ACEITUNO GARC�A,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-08-0011-46,19-013,ZACAPA,SAN DIEGO,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,BARRIO EL CENTRO,47050196,KEVIN ALEXIS GARCIA MARTINEZ,VIVIAN ILIANA MIRANDA DIAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-08-0890-46,19-013,ZACAPA,SAN DIEGO,"INSTITUTO DIVERSIFICADO POR COOPERATIVA ""PROF. CARLOS ROBERTO DONIS OSORIO""",BARRIO EL CENTRO,40622686,KEVIN ALEXIS GARCIA MARTINEZ,LEONEL AUGUSTO LEMUS MOSCOSO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-09-0008-46,19-021,ZACAPA,LA UNION,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA, INED",BARRIO NUEVO,46390005,ASBEL IVAN SUCHITE ARROYO,GUSTAVO LEIVA MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-09-0034-46,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO ""JIREH""",BARRIO NUEVO,79418369,ASBEL IVAN SUCHITE ARROYO,ANA MAR�A CUELLAR GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-09-0037-46,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO ""JIREH""",BARRIO NUEVO,79418369,ASBEL IVAN SUCHITE ARROYO,ANA MAR�A CUELLAR GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-09-0040-46,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO ""JIREH""",BARRIO NUEVO,79418369,ASBEL IVAN SUCHITE ARROYO,ANA MAR�A CUELLAR GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-09-0048-46,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO  "" JIREH""",BARRIO NUEVO,79418369,ASBEL IVAN SUCHITE ARROYO,ANA MAR�A CUELLAR GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),ZACAPA
19-10-0013-46,19-015,ZACAPA,HUITE,INSTITUTO DIVERSIFICADO,BARRIO  BUENOS  AIRES,47097386,SILDY MARIELA PEREZ FRANCO,MARLON JOSU� ARCHILA LORENZO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-10-1009-46,19-015,ZACAPA,HUITE,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSE�ANZA,BARRIO EL  CAMPO,55958103,SILDY MARIELA PEREZ FRANCO,ROBIDIO  PORTILLO SALGUERO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-11-0018-46,19-020,ZACAPA,SAN JORGE,INSTITUTO MIXTO DE EDUCACI�N DIVERSIFICADA POR COOPERATIVA,BARRIO EL CENTRO,41447589,ALBA LUZ MENDEZ,VICTOR HUGO GUERRA MONROY,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
94 Establecimientos encontrados , , , , , , , , , , , , , , , , 
