CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
06-06-0024-46;06-008;SANTA ROSA;ORATORIO;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;CABECERA MUNICIPAL;42231004;ADELSO FRANCO FLORES;FERNANDO ARREDONDO SALAZAR;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-06-0025-46;06-009;SANTA ROSA;ORATORIO;INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;ALDEA LA PROVIDENCIA ORATORIO, SANTA ROSA;42830085;ADELSO FRANCO FLORES;MARIA LUISA GODOY PALMA;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-06-0026-46;06-009;SANTA ROSA;ORATORIO;INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;ALDEA LAS CABEZAS ORATORIO, SANTA ROSA;32186722;ADELSO FRANCO FLORES;FLOR DE MARIA GARCIA BARCO;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-06-0028-46;06-008;SANTA ROSA;ORATORIO;"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""";5TA. AVENIDA Y 1RA. CALLE;78804742;ADELSO FRANCO FLORES;HECTOR MANUEL MORAN DIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-06-0029-46;06-008;SANTA ROSA;ORATORIO;"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""";5TA. AVENIDA Y 1RA. CALLE;78804742;ADELSO FRANCO FLORES;HÉCTOR MANUEL MORÁN DIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-06-1797-46;06-008;SANTA ROSA;ORATORIO;COLEGIO PARTICULAR MIXTO BILINGUE 'VILLA REAL';01 CALLE 05-005 ZONA 0 ORATORIO;78804742;ADELSO FRANCO FLORES;HECTOR MANUEL MORAN DIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-06-1841-46;06-008;SANTA ROSA;ORATORIO;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;CALLE DEL INSTITUTO;41898187;ADELSO FRANCO FLORES;FERNANDO ARREDONDO SALAZAR;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-06-1928-46;06-008;SANTA ROSA;ORATORIO;COLEGIO PARTICULAR MIXTO BILINGUE VILLA REAL;ORATORIO;;ADELSO FRANCO FLORES;BRENDA YADIRA MARROQUÍN MONTENEGRO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-07-0010-46;06-035;SANTA ROSA;SAN JUAN TECUACO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CABECERA MUNICIPAL;50134682;JESLIAS ABELINO FELIPE VASQUEZ;NELVIN OMÁR MIJANGOS ESTEBAN;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-07-0022-46;06-035;SANTA ROSA;SAN JUAN TECUACO;INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;ALDEA SAN LUIS;50134682;JESLIAS ABELINO FELIPE VASQUEZ;NELVIN OMÁR MIJANGOS ESTEBAN;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-07-0023-46;06-035;SANTA ROSA;SAN JUAN TECUACO;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;CABECERA MUNICIPAL;50992884;JESLIAS ABELINO FELIPE VASQUEZ;MELVIN MORALES GARCÍA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-07-1681-46;06-035;SANTA ROSA;SAN JUAN TECUACO;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;CABECERA MUNICIPAL;;JESLIAS ABELINO FELIPE VASQUEZ;;DIVERSIFICADO;COOPERATIVA;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-08-0043-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO MIXTO DE DIVERSIFICADO POR COOPERATIVA;ALDEA CASAS VIEJAS;58249852;JOSE DOMINGO SALAZAR CARIAS;RUBELIA LIBY LÓPEZ FLORES;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0052-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;"AVENIDA INGRESO 6-26 ZONA 4, BARRIO SANTIAGO, INSTALACIONES DE LA EOUM ""EDUARDO PINEDA PIVARAL""";54668903;JOSE DOMINGO SALAZAR CARIAS;IRACEMA HIGINIA MORALES ORTÍZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0056-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA OJO DE AGUA;41306707;JOSE DOMINGO SALAZAR CARIAS;CESAR ARMANDO MARTINEZ ALVAREZ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0061-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO POR COOPERATIVA DE DIVERSIFICADO;ALDEA LOS CERRITOS;33245110;JOSE DOMINGO SALAZAR CARIAS;GEIDY MARISELA SALAZAR CORTEZ;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0066-46;06-012;SANTA ROSA;CHIQUIMULILLA;"COLEGIO MIXTO BILINGUE ""LICENCIADO OSMIN PINEDA MELGAR""";COLONIA VISTA HERMOSA;78851774;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MARÍA DEL ROSARIO GUERRERO MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0068-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;PARCELAMIENTO EL ASTILLERO;59308801;JOSE DOMINGO SALAZAR CARIAS;ADONAI PINEDA DE PAZ;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0075-46;06-012;SANTA ROSA;CHIQUIMULILLA;"INSTITUTO TECNICO VOCACIONAL MIXTO ""THEODORE SCHULTZ""";BARRIO SAN SEBASTIÁN;78849634;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MARIA DEL CARMEN SALAZAR RIVAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0076-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO TECNICO INDUSTRIAL DE CHIQUIMULILLA;RESIDENCIALES SAN ÁNGEL;78850033;SIRIA ILEANA GONZALEZ REYES DE SIERRA;ARGELIA EDITH MARROQUÍN LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0077-46;06-012;SANTA ROSA;CHIQUIMULILLA;"COLEGIO TÉCNICO DE COMPUTACIÓN ""C.T.S""";CABECERA MUNICIPAL;78851522;SIRIA ILEANA GONZALEZ REYES DE SIERRA;LUIS ESTUARDO GUDIEL ROBLEDO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0078-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;BARRIO SANTIAGO;78851585;SIRIA ILEANA GONZALEZ REYES DE SIERRA;BLANCA MAGNOLIA ALVIZURES GRAJEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-0079-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO PARTICULAR MIXTO BILINGUE BLESSING;CABECERA MUNICIPAL;78850454;SIRIA ILEANA GONZALEZ REYES DE SIERRA;VIVIAN ODETTE VEGA ORELLANA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-08-0080-46;06-012;SANTA ROSA;CHIQUIMULILLA;ESCUELA NORMAL PARTICULAR DEL SUR;CABECERA MUNICIPAL;78849706;SIRIA ILEANA GONZALEZ REYES DE SIERRA;LISANDRO ABENAMAR FLORES CARBAJAL;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0083-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;ALDEA CASAS VIEJAS;58249852;JOSE DOMINGO SALAZAR CARIAS;RUBELIA LIBY LÓPEZ FLORES;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-0084-46;06-036;SANTA ROSA;CHIQUIMULILLA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA LA CURVINA;54176640;JOSE DOMINGO SALAZAR CARIAS;NELSY ADRIANA CHÁVEZ MARTÍNEZ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0088-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSITUTO TÉCNICO INDUSTRIAL DE CHIQUIMULILLA;RESIDENCIALES SAN ANGEL;41156575;SIRIA ILEANA GONZALEZ REYES DE SIERRA;ARGELIA EDTIH MARROQUÍN LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-0089-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO TÉCNICO DE COMPUTACIÓN CTS;COLONIA VISTA HERMOSA;78851522;SIRIA ILEANA GONZALEZ REYES DE SIERRA;LUIS ESTUARDO GUDIEL ROBLEDO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-08-0090-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO PARTICULAR MIXTO DE MERCADOTÉCNIA Y PUBLICIDAD DE SURORIENTE;BARRIO SANTIAGO;78851585;SIRIA ILEANA GONZALEZ REYES DE SIERRA;BLANCA MAGNOLIA ALVIZURES GRAJEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-08-0093-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO PARTICULAR MIXTO CENTRO INTEGRAL SISTEMATICO CIS;BARRIO SANTIAGO;78851000;SIRIA ILEANA GONZALEZ REYES DE SIERRA;IRACEMA HIGINIA MORALES ORTÍZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SANTA ROSA
06-08-0094-46;06-012;SANTA ROSA;CHIQUIMULILLA;"COLEGIO MIXTO BILINGÜE ""LIC. OSMIN PINEDA MELGAR""";COLONIA VISTA HERMOSA;78851774;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MARÍA DEL ROSARIO GUERRERO MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0095-46;06-012;SANTA ROSA;CHIQUIMULILLA;"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""";COLONIA VISTA HERMOSA;78851774;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MARÍA DEL ROSARIO GUERRERO MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-08-0257-46;06-012;SANTA ROSA;CHIQUIMULILLA;'ESCUELA NORMAL PARTICULAR DEL SUR';BARRIO SAN SEBASTIAN;78849706;SIRIA ILEANA GONZALEZ REYES DE SIERRA;LISANDRO ABENAMAR FLORES CARBAJAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0449-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;BARRIO SANTIAGO;78851585;SIRIA ILEANA GONZALEZ REYES DE SIERRA;BLANCA MAGNOLIA ALVIZURES GRAJEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-0471-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO TECNICO DE COMPUTACION C.T.S.;COLONIA VISTA HERMOSA;78851522;SIRIA ILEANA GONZALEZ REYES DE SIERRA;LUIS ESTUARDO GUDIEL ROBLEDO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-1156-46;06-012;SANTA ROSA;CHIQUIMULILLA;"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO -CIS-""";CABECERA MUNICIPAL;78849174;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MIRYAM LISBETH HERNÁNDEZ MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-1467-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO PARTICULAR MIXTO BILINGUE BLESSING;CABECERA MUNICIPAL;78850454;SIRIA ILEANA GONZALEZ REYES DE SIERRA;VIVIAN ODETTE VEGA ORELLANA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-1632-46;06-012;SANTA ROSA;CHIQUIMULILLA;ESCUELA SUPERIOR DE INFORMATICA PEDRO MOLINA ESI;BARRIO SANTIAGO AV. PRINCIPAL;42114655;SIRIA ILEANA GONZALEZ REYES DE SIERRA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-1683-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;CABECERA MUNICIPAL;78849776;SIRIA ILEANA GONZALEZ REYES DE SIERRA;MIGUEL ANGEL RODRIGUEZ CRISTALES;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-08-1742-46;06-012;SANTA ROSA;CHIQUIMULILLA;ESCUELA SUPERIOR DE INFORMATICA 'PEDRO MOLINA' (E.S.I.);BARRIO SANTIAGO, ZONA 3;42114655;SIRIA ILEANA GONZALEZ REYES DE SIERRA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-1800-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO PARTICULAR MIXTO 'CENTRO INTEGRAL SISTEMATICO -CIS-';3RA. AVENIDA 4-65 ZONA 2 CHIQUIMULILLA;78849174;SIRIA ILEANA GONZALEZ REYES DE SIERRA;IRACEMA HIGINIA MORALES ORTÍZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-1828-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO TECNICO DE COMPUTACION C.T.S;COLONIA VISTA HERMOSA;78851338;SIRIA ILEANA GONZALEZ REYES DE SIERRA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;SABATINO;SANTA ROSA
06-08-1840-46;06-012;SANTA ROSA;CHIQUIMULILLA;INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE;BARRIO SANTIAGO;78851585;SIRIA ILEANA GONZALEZ REYES DE SIERRA;BLANCA MAGNOLIA ALVIZURES GRAJEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-08-2001-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO EN FORMACION 'NUEVO MILENIO';CASA DEL DR. JORGE PEREZ JACOBO, A UN COSTADO DEL BANCO INDUSTRIAL, SALIDA A CUILAPA;78850105-53334877;SIRIA ILEANA GONZALEZ REYES DE SIERRA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-08-2040-46;06-012;SANTA ROSA;CHIQUIMULILLA;COLEGIO TECNICO DE COMPUTACION 'C.T.S.';COLONIA VISTA HERMOSA;78851522;SIRIA ILEANA GONZALEZ REYES DE SIERRA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SANTA ROSA
06-09-0027-46;06-019;SANTA ROSA;TAXISCO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALDEA LA CANDELARIA;48165193;JOSE ALBERTO LOPEZ PEREZ;CLAUDIA MARINA GOMEZ MORALES;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-09-0028-46;06-019;SANTA ROSA;TAXISCO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CABECERA MUNICIPAL;42968893;JOSE ALBERTO LOPEZ PEREZ;CARLOS RAFAEL BARRIENTOS ROLDAN;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-09-0032-46;06-019;SANTA ROSA;TAXISCO;INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;ALDEA LA CANDELARIA;30617107;JOSE ALBERTO LOPEZ PEREZ;WALFRED ALEXI ESCOBAR ALVARADO;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-09-0036-46;06-019;SANTA ROSA;TAXISCO;CENTRO TECNOLOGICO INDUSTRIAL CETI;CABECERA MUNICIPAL;54770387;JOSE ALBERTO LOPEZ PEREZ;OSCAR ERNESTO MARTÍNEZ OLIVARES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-09-0037-46;06-019;SANTA ROSA;TAXISCO;"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""";CABECERA MUNICIPAL;54770387;JOSE ALBERTO LOPEZ PEREZ;OSCAR ERNESTO MARTÍNEZ OLIVARES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-09-0046-46;06-019;SANTA ROSA;TAXISCO;INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;CABECERA MUNICIPAL;78749833;JOSE ALBERTO LOPEZ PEREZ;SELVIN MINRAY GUEVARA RIVERA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SANTA ROSA
06-09-0050-46;06-019;SANTA ROSA;TAXISCO;CENTRO TECNOLÓGICO INDUSTRIAL CETI;COLONIA BRISAS DEL MAR;54770387;JOSE ALBERTO LOPEZ PEREZ;OSCAR ERNESTO MARTÍNEZ OLIVARES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);SANTA ROSA
06-09-1389-46;06-019;SANTA ROSA;TAXISCO;INSTITUTO DE DIVERSIFICADO POR COOPERATIVA;CABECERA MUNICIPAL;78749833;JOSE ALBERTO LOPEZ PEREZ;SELVIN MINRAY GUEVARA RIVERA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-09-1572-46;06-016;SANTA ROSA;TAXISCO;LICEO MIXTO DE EDUCACION DIVERSIFICADA 'MONSEÑOR JUAN GERARDI CONEDERA';BARRIO SAN MIGUEL;;ELVIA ESTELA ORTIZ PEREZ;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-09-1997-46;06-019;SANTA ROSA;TAXISCO;COLEGIO PARTICULAR MIXTO SAN JOSE;CABECERA MUNICIPAL;77270602;JOSE ALBERTO LOPEZ PEREZ;GLADYS JANETTE MORALES SANTOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-10-0022-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;CANTÓN BUENA VISTA;59910109;JOSE OBDULIO BLANCO MEJIA;ROSBY ETELVIA DÁVILA MOLINA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-10-0030-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;"LICEO MIXTO BILINGUE ""PEDAGOGICO MODERNO""";ALDEA ESTANZUELAS;42124143;JOSE OBDULIO BLANCO MEJIA;HILMA GONZÁLEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-10-0040-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;"COLEGIO ""NUESTRA SEÑORA DEL CARMEN""";CANTÓN EL CENTRO;78846479;JOSE OBDULIO BLANCO MEJIA;LUIS ENRIQUE LEMUS SANTOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-10-0041-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA;ALDEA EL CUJE;50106438;JOSE OBDULIO BLANCO MEJIA;ALMA ELIZABETH CORADO CASTELLANOS;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-10-1256-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;COLEGIO PARTICULAR MIXTO SANTA MARIA;CABECERA MUNICIPAL;57091598;JOSE OBDULIO BLANCO MEJIA;ZULEMA CRISTABEL AGUILAR FRANCO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-10-1932-46;06-017;SANTA ROSA;SANTA MARIA IXHUATAN;LICEO MIXTO BILINGUE PEDAGOGICO MODERNO;ALDEA ESTANZUELAS;42124143;JOSE OBDULIO BLANCO MEJIA;HILMA GONZÁLEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-11-0022-46;06-037;SANTA ROSA;GUAZACAPAN;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;BARRIO SAN MIGUEL ORIENTE (ENTRADA A LA COLONIA LOS ALMENDROS);55820659;IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ;SULYVAN CAROLO GODOY ESTRADA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SANTA ROSA
06-11-0034-46;06-037;SANTA ROSA;GUAZACAPAN;COLEGIO PARTICULAR MIXTO FRANCISCO ORANTES;BARRIO SAN PEDRO;78846126;IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ;GLADYS MARILÚ ORANTES HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-11-0043-46;06-037;SANTA ROSA;GUAZACAPAN;"COLEGIO PARTICULAR MIXTO CRISTIANO ""FE VIVA""";CALLE EL COCALITO ALDEA POZA DE AGUA;43874335;IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ;CESIA BETZABÉ HERNÁNDEZ GÓMEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
06-11-0048-46;06-037;SANTA ROSA;GUAZACAPAN;COLEGIO TECNOLÓGICO DE INFORMÁTICA;BARRIO SAN MIGUEL ORIENTE;78846329;IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ;VICTOR MANUEL PÉREZ LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);SANTA ROSA
06-11-0470-46;06-037;SANTA ROSA;GUAZACAPAN;MIGUEL ANGEL ASTURIAS;CABECERA MUNICIPAL;78846250;IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ;TESLA AYDÉ AYALA PAZOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SANTA ROSA
